LO_Power,25
IF_volt,0.75
Note: 
LO_F,IF_F,q,phase,dc_i,dc_q,H-1,H0,H1,H2,H3
9000000000.0,50000000.0,0.9756333333333334,97.50000000000001,-0.03533333333333334,0.059333333333333335,-63.925,-62.93333333333333,-10.464,-65.45666666666666,-64.98333333333333
9000000000.0,100000000.0,0.9779000000000001,97.50000000000001,-0.03533333333333334,0.058,-68.34666666666666,-66.99166666666667,-12.474,-66.95666666666666,-67.10666666666667
9000000000.0,150000000.0,0.9801666666666667,97.41666666666666,-0.036666666666666674,0.058,-67.438,-63.802,-12.06,-67.81066666666668,-68.29333333333334
9000000000.0,200000000.0,0.9779000000000001,97.08333333333333,-0.036666666666666674,0.058,-66.97866666666667,-66.69366666666667,-11.779,-67.417,-66.09
9000000000.0,250000000.0,0.9694,96.75,-0.036666666666666674,0.058,-68.05533333333334,-66.869,-12.147,-66.49533333333333,-62.123
9000000000.0,300000000.0,0.9626,97.08333333333333,-0.036666666666666674,0.058,-65.06233333333333,-66.817,-12.776,-64.61733333333333,-58.029
9000000000.0,350000000.0,0.9575,97.16666666666669,-0.036666666666666674,0.058,-65.52666666666667,-67.39033333333333,-12.381,-61.04866666666667,-58.144
9000000000.0,400000000.0,0.9552333333333334,97.50000000000001,-0.036666666666666674,0.058,-64.86566666666667,-67.54766666666667,-12.751,-58.48166666666667,-58.06733333333333
9000000000.0,450000000.0,0.9518333333333334,97.50000000000001,-0.036666666666666674,0.058,-65.15166666666666,-67.39066666666666,-12.629,-55.283,-57.287333333333336
9000000000.0,500000000.0,0.9467333333333333,97.83333333333334,-0.03533333333333334,0.059333333333333335,-66.58266666666667,-66.87533333333333,-12.929,-52.611333333333334,-57.347
9100000000.0,50000000.0,0.9801666666666667,97.08333333333333,-0.023666666666666676,0.05266666666666667,-64.69333333333333,-64.292,-9.946,-65.00866666666667,-65.835
9100000000.0,100000000.0,0.9779000000000001,96.75,-0.023666666666666676,0.05266666666666667,-66.75866666666667,-65.57133333333333,-11.777,-66.821,-67.92633333333333
9100000000.0,150000000.0,0.9750666666666666,96.58333333333333,-0.02500000000000001,0.05266666666666667,-65.30633333333333,-65.45266666666666,-12.153,-68.28833333333333,-68.84966666666666
9100000000.0,200000000.0,0.9660000000000001,96.25,-0.023666666666666676,0.05266666666666667,-65.67033333333333,-64.112,-12.594,-66.49233333333333,-67.66433333333333
9100000000.0,250000000.0,0.9586333333333334,96.58333333333333,-0.02500000000000001,0.05266666666666667,-67.69766666666668,-64.49,-12.051,-66.615,-61.95166666666667
9100000000.0,300000000.0,0.9575,96.75,-0.023666666666666676,0.051333333333333335,-67.66233333333334,-64.41366666666667,-12.324,-64.045,-58.29166666666667
9100000000.0,350000000.0,0.9552333333333334,97.08333333333333,-0.02500000000000001,0.051333333333333335,-64.65566666666666,-67.04133333333334,-12.166,-59.693,-59.345
9100000000.0,400000000.0,0.9541000000000001,96.75,-0.02500000000000001,0.05266666666666667,-63.034,-65.14433333333334,-12.429,-57.19233333333334,-58.407999999999994
9100000000.0,450000000.0,0.9433333333333332,97.08333333333333,-0.02500000000000001,0.05266666666666667,-65.382,-67.152,-12.398,-54.221666666666664,-57.355666666666664
9100000000.0,500000000.0,0.9353999999999999,97.50000000000001,-0.023666666666666676,0.05266666666666667,-67.26533333333333,-67.82433333333333,-12.586,-51.862,-56.07966666666666
9200000000.0,50000000.0,0.9767666666666667,96.25,-0.023666666666666676,0.036000000000000004,-66.338,-66.67566666666666,-11.945,-66.97766666666666,-67.58766666666666
9200000000.0,100000000.0,0.9716666666666667,96.25,-0.023666666666666676,0.036000000000000004,-64.175,-67.86999999999999,-12.474,-67.63199999999999,-67.24666666666667
9200000000.0,150000000.0,0.9637333333333334,95.91666666666667,-0.023666666666666676,0.036000000000000004,-66.92099999999999,-67.07466666666666,-12.106,-67.39066666666666,-66.25866666666667
9200000000.0,200000000.0,0.9620333333333333,96.25,-0.023666666666666676,0.034666666666666665,-66.28,-67.12933333333334,-12.41,-66.40433333333333,-66.08033333333333
9200000000.0,250000000.0,0.9597666666666667,96.25,-0.023666666666666676,0.034666666666666665,-67.75633333333333,-68.22133333333333,-12.046,-65.88166666666667,-62.86
9200000000.0,300000000.0,0.9552333333333334,96.25,-0.023666666666666676,0.034666666666666665,-65.962,-66.267,-12.119,-62.87066666666667,-59.08866666666667
9200000000.0,350000000.0,0.9495666666666668,95.91666666666667,-0.02500000000000001,0.036000000000000004,-66.68866666666666,-64.26466666666667,-12.046,-59.07066666666667,-59.505
9200000000.0,400000000.0,0.9433333333333332,95.91666666666667,-0.023666666666666676,0.036000000000000004,-67.80233333333334,-66.843,-12.132,-58.016666666666666,-60.784
9200000000.0,450000000.0,0.9376666666666665,96.58333333333333,-0.023666666666666676,0.036000000000000004,-66.03766666666667,-66.48666666666666,-12.491,-54.327,-57.839
9200000000.0,500000000.0,0.9314333333333332,97.08333333333333,-0.023666666666666676,0.036000000000000004,-66.92399999999999,-67.83333333333334,-13.002,-52.513666666666666,-58.785
9300000000.0,50000000.0,0.9767666666666667,95.41666666666667,-0.038666666666666676,0.06733333333333333,-65.69333333333333,-65.39233333333333,-11.796,-66.52333333333333,-68.13666666666667
9300000000.0,100000000.0,0.9779000000000001,95.08333333333334,-0.038666666666666676,0.06633333333333333,-63.93633333333333,-67.518,-12.178,-67.089,-67.36233333333332
9300000000.0,150000000.0,0.9801666666666667,95.0,-0.038666666666666676,0.06633333333333333,-65.79933333333334,-66.819,-11.959,-66.90066666666667,-67.36166666666666
9300000000.0,200000000.0,0.9739333333333333,94.66666666666667,-0.04000000000000001,0.06633333333333333,-67.02833333333334,-67.65433333333333,-12.18,-67.51066666666667,-66.684
9300000000.0,250000000.0,0.9682666666666667,94.5,-0.04033333333333334,0.06633333333333333,-67.44800000000001,-67.10799999999999,-11.842,-67.96133333333334,-64.807
9300000000.0,300000000.0,0.9609000000000001,94.66666666666667,-0.04033333333333334,0.06633333333333333,-66.456,-66.88266666666667,-11.759,-63.855,-61.343333333333334
9300000000.0,350000000.0,0.9552333333333334,94.66666666666667,-0.04033333333333334,0.06633333333333333,-66.859,-68.036,-12.068,-60.364666666666665,-62.260333333333335
9300000000.0,400000000.0,0.9541000000000001,95.0,-0.04033333333333334,0.06633333333333333,-64.997,-67.026,-12.478,-57.078,-61.961999999999996
9300000000.0,450000000.0,0.9518333333333334,95.0,-0.04000000000000001,0.06633333333333333,-66.22633333333333,-67.37766666666667,-12.553,-54.904333333333334,-61.502
9300000000.0,500000000.0,0.9433333333333332,95.0,-0.04000000000000001,0.06799999999999999,-67.41133333333333,-67.22466666666666,-13.039,-52.571999999999996,-60.558
9400000000.0,50000000.0,0.9858333333333333,94.5,-0.04233333333333334,0.08299999999999999,-67.667,-63.13033333333333,-11.874,-67.69466666666666,-67.27366666666667
9400000000.0,100000000.0,0.9824333333333334,94.16666666666667,-0.04366666666666667,0.08166666666666667,-65.79366666666667,-66.96833333333333,-12.027,-65.22466666666666,-67.744
9400000000.0,150000000.0,0.9779000000000001,94.16666666666667,-0.04366666666666667,0.08233333333333331,-69.396,-68.417,-11.812,-66.958,-67.70733333333334
9400000000.0,200000000.0,0.9750666666666666,94.16666666666667,-0.04366666666666667,0.08233333333333331,-66.278,-67.52866666666667,-12.008,-67.00766666666667,-66.095
9400000000.0,250000000.0,0.9739333333333333,94.16666666666667,-0.04366666666666667,0.08233333333333331,-64.138,-67.098,-11.995,-66.124,-64.17233333333333
9400000000.0,300000000.0,0.9694,94.16666666666667,-0.04366666666666667,0.08099999999999999,-68.128,-67.24,-12.121,-62.81666666666667,-64.05733333333333
9400000000.0,350000000.0,0.9682666666666667,93.83333333333334,-0.04366666666666667,0.08233333333333331,-66.737,-65.93633333333334,-12.151,-59.407333333333334,-62.269000000000005
9400000000.0,400000000.0,0.9631666666666667,93.66666666666667,-0.04366666666666667,0.08233333333333331,-65.09700000000001,-67.38033333333334,-12.617,-57.58,-65.11166666666666
9400000000.0,450000000.0,0.9495666666666668,93.83333333333334,-0.04366666666666667,0.08299999999999999,-67.36166666666666,-66.127,-12.717,-54.70133333333333,-63.251333333333335
9400000000.0,500000000.0,0.9410666666666666,93.83333333333334,-0.04366666666666667,0.08299999999999999,-65.418,-68.35033333333332,-12.762,-52.45166666666667,-62.81733333333334
9500000000.0,50000000.0,0.9773333333333334,94.16666666666667,-0.05066666666666667,0.06766666666666667,-64.75066666666666,-62.95033333333333,-9.736,-63.957,-64.406
9500000000.0,100000000.0,0.9728,94.16666666666667,-0.052000000000000005,0.06766666666666667,-66.88533333333334,-65.36133333333333,-11.988,-65.48733333333334,-67.49133333333333
9500000000.0,150000000.0,0.9750666666666666,94.16666666666667,-0.052000000000000005,0.06766666666666667,-67.727,-65.46866666666666,-12.09,-65.402,-67.63533333333334
9500000000.0,200000000.0,0.9750666666666666,93.83333333333334,-0.052000000000000005,0.06633333333333333,-69.10733333333333,-67.648,-12.261,-67.22733333333333,-68.905
9500000000.0,250000000.0,0.9739333333333333,93.66666666666667,-0.052000000000000005,0.06633333333333333,-65.80166666666666,-67.95366666666666,-12.065,-64.99833333333333,-67.64933333333333
9500000000.0,300000000.0,0.9660000000000001,93.33333333333334,-0.052000000000000005,0.06633333333333333,-67.28666666666668,-68.238,-12.342,-62.525666666666666,-64.98366666666666
9500000000.0,350000000.0,0.9575,93.33333333333334,-0.052000000000000005,0.06633333333333333,-67.88066666666667,-68.59733333333334,-12.375,-60.292,-64.901
9500000000.0,400000000.0,0.9518333333333334,93.25,-0.052000000000000005,0.06633333333333333,-65.15766666666667,-67.92733333333334,-12.329,-58.48966666666667,-65.78533333333333
9500000000.0,450000000.0,0.9433333333333332,93.33333333333334,-0.052000000000000005,0.06766666666666667,-67.272,-66.48833333333334,-12.68,-55.28366666666667,-62.638666666666666
9500000000.0,500000000.0,0.9353999999999999,93.66666666666667,-0.05066666666666667,0.069,-68.15633333333334,-60.849333333333334,-13.081,-52.199666666666666,-63.684000000000005
9600000000.0,50000000.0,0.9694,93.83333333333334,-0.03400000000000001,0.08466666666666665,-63.45766666666667,-64.40533333333333,-10.239,-63.517,-65.428
9600000000.0,100000000.0,0.9779000000000001,93.66666666666667,-0.03400000000000001,0.08466666666666665,-65.21166666666666,-65.105,-10.406,-63.797999999999995,-64.63566666666667
9600000000.0,150000000.0,0.9801666666666667,93.25,-0.03400000000000001,0.08466666666666665,-64.91666666666667,-66.45733333333334,-11.804,-65.56533333333333,-65.83733333333333
9600000000.0,200000000.0,0.9716666666666667,92.58333333333334,-0.03400000000000001,0.08433333333333333,-66.70833333333333,-65.45566666666667,-12.189,-67.303,-67.10566666666666
9600000000.0,250000000.0,0.9609000000000001,92.41666666666667,-0.03533333333333334,0.08333333333333333,-67.23933333333333,-64.84166666666667,-12.243,-66.42833333333334,-67.836
9600000000.0,300000000.0,0.9541000000000001,92.58333333333334,-0.03533333333333334,0.08433333333333333,-66.91966666666666,-64.69,-12.044,-63.028333333333336,-65.67466666666667
9600000000.0,350000000.0,0.9541000000000001,92.58333333333334,-0.03533333333333334,0.08433333333333333,-65.35566666666666,-65.857,-12.282,-61.25666666666667,-65.87866666666666
9600000000.0,400000000.0,0.9541000000000001,92.41666666666667,-0.03533333333333334,0.08433333333333333,-67.074,-66.62433333333333,-12.565,-58.60566666666667,-65.749
9600000000.0,450000000.0,0.9495666666666668,92.41666666666667,-0.03400000000000001,0.08466666666666665,-67.608,-65.96233333333333,-13.004,-54.657000000000004,-65.83633333333333
9600000000.0,500000000.0,0.9410666666666666,92.41666666666667,-0.03400000000000001,0.08466666666666665,-65.63633333333333,-67.13333333333333,-12.721,-52.38066666666666,-64.44366666666667
9700000000.0,50000000.0,0.9750666666666666,92.08333333333334,-0.012333333333333349,0.10600000000000001,-63.444,-64.07666666666667,-9.901,-64.17833333333333,-63.440666666666665
9700000000.0,100000000.0,0.9716666666666667,91.58333333333334,-0.013666666666666681,0.10600000000000001,-65.56533333333333,-63.48833333333333,-10.206,-63.404,-64.09666666666666
9700000000.0,150000000.0,0.9660000000000001,91.25000000000001,-0.013666666666666681,0.10600000000000001,-64.464,-63.17166666666667,-9.953,-65.61533333333333,-64.476
9700000000.0,200000000.0,0.9575,91.25000000000001,-0.013666666666666681,0.10466666666666667,-65.93,-66.60666666666667,-11.736,-67.94466666666666,-68.194
9700000000.0,250000000.0,0.9597666666666667,91.58333333333334,-0.013666666666666681,0.10466666666666667,-67.60033333333332,-68.44,-12.083,-66.62966666666667,-67.504
9700000000.0,300000000.0,0.9626,91.25000000000001,-0.013666666666666681,0.10600000000000001,-68.372,-63.580666666666666,-12.344,-63.90133333333333,-66.72866666666667
9700000000.0,350000000.0,0.9609000000000001,90.83333333333333,-0.013666666666666681,0.10600000000000001,-66.40633333333334,-65.61333333333333,-12.664,-59.181333333333335,-67.253
9700000000.0,400000000.0,0.9552333333333334,90.5,-0.013666666666666681,0.10600000000000001,-68.21933333333332,-66.03233333333334,-12.217,-57.043,-66.89999999999999
9700000000.0,450000000.0,0.9467333333333333,90.91666666666669,-0.013666666666666681,0.10600000000000001,-70.228,-67.54033333333334,-13.248,-53.98766666666666,-67.74033333333334
9700000000.0,500000000.0,0.9410666666666666,91.58333333333334,-0.013666666666666681,0.10600000000000001,-68.79833333333333,-66.003,-13.397,-52.05733333333333,-66.985
9800000000.0,50000000.0,0.9597666666666667,90.5,-0.015333333333333345,0.11600000000000002,-65.09066666666666,-64.00833333333333,-10.04,-63.34866666666667,-66.14733333333334
9800000000.0,100000000.0,0.9541000000000001,90.5,-0.014000000000000012,0.11733333333333336,-63.044,-60.15466666666667,-9.72,-62.377,-64.784
9800000000.0,150000000.0,0.9518333333333334,90.83333333333333,-0.014000000000000012,0.11600000000000002,-63.78066666666667,-64.782,-9.598,-64.80333333333333,-65.854
9800000000.0,200000000.0,0.9552333333333334,90.5,-0.015333333333333345,0.11600000000000002,-62.68066666666667,-64.92366666666666,-9.914,-64.86566666666667,-64.29266666666666
9800000000.0,250000000.0,0.9575,90.33333333333333,-0.015333333333333345,0.11600000000000002,-69.08666666666666,-68.604,-12.398,-66.871,-67.15233333333333
9800000000.0,300000000.0,0.9575,90.0,-0.015333333333333345,0.11600000000000002,-64.57666666666667,-67.31033333333333,-12.052,-63.27133333333333,-67.65233333333333
9800000000.0,350000000.0,0.949,90.33333333333333,-0.015333333333333345,0.11600000000000002,-65.66866666666667,-68.91533333333334,-12.873,-60.076,-66.77466666666668
9800000000.0,400000000.0,0.9433333333333332,90.5,-0.015333333333333345,0.11600000000000002,-68.261,-68.18166666666667,-12.962,-56.883,-66.952
9800000000.0,450000000.0,0.9433333333333332,90.91666666666669,-0.014000000000000012,0.11733333333333336,-68.93966666666667,-65.56166666666667,-13.426,-55.20466666666667,-68.068
9800000000.0,500000000.0,0.9433333333333332,91.25000000000001,-0.015000000000000015,0.11733333333333336,-66.567,-67.75066666666666,-13.796,-52.10566666666667,-66.59666666666666
9900000000.0,50000000.0,0.9433333333333332,90.5,-0.0020000000000000018,0.08466666666666665,-63.75866666666667,-65.014,-9.649,-62.155,-65.188
9900000000.0,100000000.0,0.9495666666666668,90.5,-0.0020000000000000018,0.08466666666666665,-65.36466666666666,-64.96133333333333,-9.841,-63.27033333333333,-65.565
9900000000.0,150000000.0,0.9541000000000001,90.0,-0.0020000000000000018,0.08466666666666665,-63.590333333333334,-65.732,-10.011,-65.09166666666667,-65.29066666666667
9900000000.0,200000000.0,0.949,89.66666666666667,-0.0020000000000000018,0.08466666666666665,-62.588,-64.08166666666666,-9.492,-64.21433333333333,-64.42733333333334
9900000000.0,250000000.0,0.9399333333333332,90.0,-0.0033333333333333357,0.08466666666666665,-65.43133333333334,-64.40566666666666,-10.601,-64.73533333333333,-65.502
9900000000.0,300000000.0,0.9353999999999999,90.5,-0.0020000000000000018,0.08466666666666665,-67.063,-66.88833333333334,-12.744,-64.76733333333333,-67.88166666666666
9900000000.0,350000000.0,0.9353999999999999,90.91666666666669,-0.0020000000000000018,0.08466666666666665,-66.818,-68.457,-13.084,-59.38966666666666,-66.92066666666668
9900000000.0,400000000.0,0.9376666666666665,90.83333333333333,-0.0020000000000000018,0.08466666666666665,-67.291,-67.47066666666667,-13.402,-57.278,-67.86333333333333
9900000000.0,450000000.0,0.9376666666666665,90.83333333333333,-0.0020000000000000018,0.086,-64.72833333333334,-66.67399999999999,-13.453,-54.312666666666665,-68.967
9900000000.0,500000000.0,0.9234999999999999,90.83333333333333,-0.0020000000000000018,0.086,-67.99733333333333,-68.27566666666667,-13.887,-51.17933333333333,-66.414
10000000000.0,50000000.0,0.9541000000000001,89.66666666666667,-0.007000000000000013,0.056,-66.67533333333333,-63.227,-10.015,-64.20033333333333,-64.906
10000000000.0,100000000.0,0.9518333333333334,89.5,-0.007000000000000013,0.056,-65.23966666666666,-65.92333333333333,-9.515,-65.24966666666667,-63.89833333333333
10000000000.0,150000000.0,0.9467333333333333,89.5,-0.007000000000000013,0.056,-67.07633333333334,-65.04333333333334,-10.275,-64.369,-63.74666666666666
10000000000.0,200000000.0,0.9399333333333332,89.66666666666667,-0.007000000000000013,0.056,-63.51566666666667,-65.40366666666667,-10.336,-64.39766666666667,-65.714
10000000000.0,250000000.0,0.9376666666666665,90.33333333333333,-0.007000000000000013,0.056,-64.73566666666666,-64.98966666666666,-10.597,-64.81566666666667,-65.24066666666667
10000000000.0,300000000.0,0.9376666666666665,90.33333333333333,-0.007000000000000013,0.056,-64.94266666666667,-64.54733333333333,-11.002,-61.40533333333334,-63.99133333333334
10000000000.0,350000000.0,0.9314333333333332,90.33333333333333,-0.007000000000000013,0.056,-66.717,-67.91933333333333,-13.111,-59.406333333333336,-68.852
10000000000.0,400000000.0,0.9257666666666665,90.0,-0.007000000000000013,0.056,-66.40966666666667,-68.40966666666667,-13.417,-57.20733333333333,-68.61533333333334
10000000000.0,450000000.0,0.9149999999999999,90.0,-0.007000000000000013,0.056,-68.05866666666667,-67.825,-13.124,-53.515,-67.361
10000000000.0,500000000.0,0.9070666666666666,90.5,-0.007000000000000013,0.056,-65.867,-65.95266666666667,-13.605,-51.96966666666667,-65.24933333333333
10100000000.0,50000000.0,0.9631666666666667,87.91666666666667,-0.013666666666666681,0.06933333333333333,-64.06066666666666,-63.34666666666667,-10.158,-65.51566666666666,-64.52233333333334
10100000000.0,100000000.0,0.9597666666666667,87.91666666666667,-0.013666666666666681,0.06933333333333333,-63.71,-64.94666666666667,-10.456,-64.09166666666667,-65.99900000000001
10100000000.0,150000000.0,0.9575,87.91666666666667,-0.013666666666666681,0.06933333333333333,-64.29766666666667,-63.708333333333336,-10.575,-65.07033333333334,-65.63633333333334
10100000000.0,200000000.0,0.9541000000000001,87.91666666666667,-0.014000000000000012,0.06933333333333333,-65.43133333333333,-64.08033333333333,-10.417,-64.34033333333333,-66.17666666666666
10100000000.0,250000000.0,0.9467333333333333,87.91666666666667,-0.014000000000000012,0.06933333333333333,-64.11366666666666,-63.38166666666667,-10.444,-65.38666666666667,-66.06066666666666
10100000000.0,300000000.0,0.9399333333333332,87.58333333333334,-0.015333333333333345,0.06933333333333333,-63.861333333333334,-64.73566666666666,-10.884,-61.09366666666667,-65.034
10100000000.0,350000000.0,0.9314333333333332,87.58333333333334,-0.015333333333333345,0.06933333333333333,-62.57933333333333,-65.26866666666666,-10.693,-56.39366666666667,-64.417
10100000000.0,400000000.0,0.9291666666666666,87.91666666666667,-0.015333333333333345,0.06933333333333333,-66.39666666666666,-68.63033333333333,-13.045,-56.232,-64.38733333333333
10100000000.0,450000000.0,0.9257666666666665,88.41666666666667,-0.015333333333333345,0.07066666666666666,-65.74233333333333,-63.76066666666667,-13.471,-54.042,-66.54366666666667
10100000000.0,500000000.0,0.9234999999999999,88.75,-0.013666666666666681,0.07066666666666666,-65.17099999999999,-65.87033333333333,-13.737,-51.67066666666666,-66.92633333333333
10200000000.0,50000000.0,0.9660000000000001,89.16666666666667,-0.016666666666666677,0.08933333333333332,-64.86666666666667,-62.889,-10.667,-62.178000000000004,-65.964
10200000000.0,100000000.0,0.9682666666666667,89.08333333333333,-0.016666666666666677,0.08933333333333332,-63.079,-61.89266666666666,-10.767,-62.60533333333333,-65.484
10200000000.0,150000000.0,0.9609000000000001,88.41666666666667,-0.016666666666666677,0.08799999999999998,-64.593,-66.24666666666667,-10.388,-65.124,-65.36733333333333
10200000000.0,200000000.0,0.9518333333333334,88.25,-0.017333333333333346,0.08799999999999998,-64.64533333333334,-64.94033333333334,-10.434,-64.57833333333333,-65.29966666666667
10200000000.0,250000000.0,0.9433333333333332,88.25,-0.017333333333333346,0.08799999999999998,-62.99733333333333,-64.39666666666666,-10.062,-63.90866666666667,-66.68366666666667
10200000000.0,300000000.0,0.9376666666666665,88.41666666666667,-0.017333333333333346,0.08799999999999998,-65.51533333333333,-63.498333333333335,-10.41,-61.66466666666667,-65.938
10200000000.0,350000000.0,0.9376666666666665,88.75,-0.017333333333333346,0.08799999999999998,-64.528,-65.09933333333333,-10.963,-57.70366666666666,-65.752
10200000000.0,400000000.0,0.9376666666666665,88.75,-0.017333333333333346,0.08799999999999998,-61.644,-66.66133333333333,-11.243,-56.08566666666667,-66.03433333333334
10200000000.0,450000000.0,0.9342666666666666,88.75,-0.017333333333333346,0.08799999999999998,-68.843,-69.68533333333333,-14.202,-54.789,-69.10000000000001
10200000000.0,500000000.0,0.9234999999999999,89.16666666666667,-0.016666666666666677,0.08799999999999998,-67.23266666666667,-68.37033333333333,-14.779,-52.611999999999995,-68.30633333333334
10300000000.0,50000000.0,0.9716666666666667,88.25,-0.012333333333333349,0.08299999999999999,-65.47800000000001,-65.31133333333334,-10.462,-61.58533333333333,-65.828
10300000000.0,100000000.0,0.9660000000000001,87.91666666666667,-0.012333333333333349,0.08299999999999999,-65.16066666666667,-65.975,-10.684,-62.85433333333334,-64.069
10300000000.0,150000000.0,0.9575,87.58333333333334,-0.013666666666666681,0.08299999999999999,-62.217333333333336,-65.16533333333334,-10.003,-65.141,-65.848
10300000000.0,200000000.0,0.9552333333333334,87.58333333333334,-0.013666666666666681,0.08299999999999999,-62.498333333333335,-63.451,-9.866,-65.07033333333334,-63.90533333333334
